input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
####aloa#####,aloallo,alatalo,0.017466,aaltola,0.000011,0,0
####amla#####,ahmalma,iisalmi,0.012878,aamulla,0.000058,0,0
####amsa#####,ghsamma,tasamaa,0.018880,aamusta,0.000005,0,0
####arkn#####,arkakko,puhakka,0.017793,afrikan,0.000537,0,0
####adsi#####,andaddi,kanadan,0.011793,aidosti,0.000183,0,0
####aemn#####,amkemmn,tulemme,0.012633,aiemman,0.000280,0,0
####aemt#####,amaemmt,tekemät,0.007958,aiemmat,0.000805,0,0
####aemn#####,amkemmn,tulemme,0.012633,aiemmin,0.000787,0,0
####aepa#####,appaapa,apuraha,0.003198,aiempaa,0.000004,0,0
####aepa#####,appaapa,apuraha,0.003198,aiempia,0.000006,0,0
####ahea#####,aheaama,useassa,0.005902,aiheena,0.000011,0,0
####ahia#####,hhhaara,uhmaava,0.015820,aiheina,0.000006,0,0
####ahia#####,hhhaara,uhmaava,0.015820,aiheita,0.000003,0,0
####ahta#####,hhhahta,uhmaava,0.003162,aihetta,0.000022,0,0
####ahua#####,hhhahua,hidasta,0.004489,aiheuta,0.000015,0,0
####akme#####,akkamme,aikamme,0.093775,aikamme,0.093775,0,0
####akna#####,annakka,puhakka,0.070879,aikansa,0.000139,0,0
####akia#####,ahkakia,pääasia,0.004315,aikoina,0.000003,0,0
####akjn#####,ajjakjn,ainakin,0.087232,aikojen,0.000323,0,0
####akvt#####,avvavkt,alkavat,0.017600,aikovat,0.002473,0,0
####ankn#####,ankankn,hakanen,0.014187,ainakin,0.000709,0,0
####ania#####,anaaaia,pääasia,0.015237,aineita,0.000001,0,0
####anta#####,anaanta,antamaa,0.007311,ainetta,0.000002,0,0
####anaa#####,anaaaaa,haapala,0.002809,ainoana,0.000064,0,0
####aoan#####,apaaaan,ainoana,0.002396,aiotaan,0.000565,0,0
####avjn#####,avjajjs,sijalle,0.026210,aivojen,0.000452,0,0
####aaan#####,apaaaan,laajaan,0.004941,ajamaan,0.001955,0,0
####aean#####,asaaaan,juhlaan,0.001752,ajetaan,0.000353,0,0
####aola#####,aplaola,uhmaava,0.000607,ajoilta,0.000031,0,0
####aosa#####,assaasa,museoon,0.001814,ajoissa,0.000001,0,0
####aosa#####,assaasa,museoon,0.001814,ajoista,0.000001,0,0
####asln#####,fnnalan,matalan,0.009090,akselin,0.000375,0,0
####auti#####,autiuri,aiheuta,0.028557,akuutti,0.000299,0,0
####aann#####,anaaaan,tavaran,0.001724,alainen,0.000003,0,0
####aaan#####,apaaaan,laajaan,0.004941,alataan,0.001876,0,0
####aaao#####,ahaaama,vapaata,0.006617,alatalo,0.003630,0,0
####aess#####,aseasss,asiassa,0.010234,aleksis,0.003591,0,0
####aens#####,asesass,asennus,0.024387,alennus,0.000030,0,0
####aeta#####,ahtaata,astetta,0.002557,alentaa,0.000002,0,0
####aean#####,asaaaan,juhlaan,0.001752,aletaan,0.000106,0,0
####akii#####,aniakii,ainakin,0.017889,alkaisi,0.000679,0,0
####aknt#####,antakkt,puhakka,0.018672,alkanut,0.000125,0,0
####akvn#####,avvakks,ainakin,0.080778,alkavan,0.000594,0,0
####akvt#####,avvavkt,alkavat,0.017600,alkavat,0.017600,0,0
####akna#####,annakka,puhakka,0.070879,alkunsa,0.000004,0,0
####aola#####,aplaola,uhmaava,0.000607,aloilla,0.000025,0,0
####aole#####,aaaalme,asialle,0.005046,aloille,0.001117,0,0
####aola#####,aplaola,uhmaava,0.000607,aloilta,0.000013,0,0
####aotn#####,apaaadt,ajamaan,0.002748,aloitin,0.000082,0,0
####aoti#####,ataaoki,ammatti,0.000590,aloitti,0.000108,0,0
####aots#####,asaaous,asennus,0.028643,aloitus,0.000178,0,0
####auia#####,apkaara,palauta,0.006752,alueita,0.000008,0,0
####auta#####,ahtauma,antamaa,0.014408,aluetta,0.000011,0,0
####ausn#####,asaaaus,asennus,0.034108,aluksen,0.000061,0,0
####amtn#####,mmaammt,annamme,0.017304,ammatin,0.000249,0,0
####amti#####,ahmammi,kävimme,0.002950,ammatti,0.000249,0,0
####aesa#####,assaasa,tasalla,0.004960,aneista,0.000004,0,0
####anme#####,angamme,tulemme,0.020531,annamme,0.017046,0,0
####antu#####,antanuu,unohtuu,0.009014,annettu,0.001242,0,0
####antn#####,anaanat,antanut,0.032537,annetun,0.000019,0,0
####antt#####,antanut,antamat,0.013800,annetut,0.000108,0,0
####ania#####,anaaaia,pääasia,0.015237,anniina,0.000013,0,0
####anki#####,ankikki,annikki,0.022488,annikki,0.022488,0,0
####ansa#####,ansansa,susanna,0.017874,annosta,0.000072,0,0
####anka#####,ankakka,puhakka,0.041554,annukka,0.006356,0,0
####atii#####,aviatii,miettii,0.014665,antaisi,0.000061,0,0
####atma#####,ahmamma,autamme,0.043103,antamaa,0.001610,0,0
####atmn#####,fmtammt,autamme,0.088458,antaman,0.000996,0,0
####atmt#####,amtammt,antamat,0.113696,antamat,0.113696,0,0
####atnt#####,antatat,lotalle,0.020111,antanut,0.003054,0,0
####atvt#####,avtavvt,antavat,0.036470,antavat,0.036470,0,0
####atia#####,ahaaaia,pelaaja,0.002540,anttila,0.000003,0,0
####auaa#####,ahaaaaa,antamaa,0.002148,apuraha,0.000835,0,0
####aipa#####,appaaha,vapaata,0.010925,arimpia,0.000028,0,0
####ajsa#####,asjajja,sijasta,0.050581,arjessa,0.000400,0,0
####ajsa#####,asjajja,sijasta,0.050581,arjesta,0.000274,0,0
####aksn#####,annakks,ainakin,0.080285,arkisin,0.000006,0,0
####akso#####,askakko,puhakka,0.013561,arkisto,0.000029,0,0
####amia#####,ahmaama,tapaama,0.027588,armeija,0.000012,0,0
####atui#####,avaituu,asettuu,0.005466,artturi,0.000201,0,0
####avle#####,vvvalle,lavalle,0.052114,arvelee,0.012391,0,0
####avjn#####,avjajjs,sijalle,0.026210,arvojen,0.000720,0,0
####avks#####,avkakks,kukaksi,0.036411,arvokas,0.000798,0,0
####avla#####,alvalma,ennalta,0.006905,arvolta,0.001234,0,0
####avme#####,vvkamme,aikamme,0.030697,arvomme,0.000418,0,0
####avsa#####,vssavsa,osaavia,0.003506,arvosta,0.000003,0,0
####aedn#####,anddddn,aseiden,0.040866,aseiden,0.040866,0,0
####aean#####,asaaaan,juhlaan,0.001752,asemaan,0.000557,0,0
####aens#####,asesass,asennus,0.024387,asennus,0.024387,0,0
####aeta#####,ahtaata,astetta,0.002557,asentaa,0.000001,0,0
####aeta#####,ahtaata,astetta,0.002557,asettaa,0.000001,0,0
####aeta#####,ahtaata,astetta,0.002557,asettua,0.000010,0,0
####aetu#####,atteuuu,toteudu,0.066770,asettuu,0.001214,0,0
####aiks#####,akkaaks,aikojen,0.014312,asiakas,0.001795,0,0
####aila#####,aiaaala,pelaaja,0.001969,asialla,0.000266,0,0
####aile#####,aiaalle,arvelee,0.007759,asialle,0.005545,0,0
####aina#####,aiaaana,pelaaja,0.003285,asiansa,0.000075,0,0
####aisa#####,assaasa,tasalla,0.011481,asiassa,0.000033,0,0
####aisa#####,assaasa,tasalla,0.011481,asiasta,0.000015,0,0
####aiia#####,aiaaaia,jollain,0.005242,asioida,0.000009,0,0
####aiia#####,aiaaaia,jollain,0.005242,asioita,0.000001,0,0
####atta#####,ahtatta,antamaa,0.005260,astetta,0.004817,0,0
####auan#####,apaaaun,maalaus,0.003442,asumaan,0.000340,0,0
####auet#####,aseeuut,aseiden,0.005522,asuneet,0.000730,0,0
####aunn#####,ananmun,annetun,0.008262,asunnon,0.002074,0,0
####aunt#####,anaauut,antanut,0.002734,asunnot,0.000173,0,0
####auta#####,ahtauma,antamaa,0.014408,asuntoa,0.000129,0,0
####auin#####,apanuun,aiheuta,0.002642,asuvien,0.000095,0,0
####aein#####,avieaen,jollain,0.002166,aterian,0.000023,0,0
####aeit#####,atitari,ensiapu,0.000985,ateriat,0.000107,0,0
####alsa#####,alaalsa,ennalta,0.005216,aulassa,0.000142,0,0
####alki#####,alkakki,annikki,0.008734,aulikki,0.007006,0,0
####artn#####,araarat,tavarat,0.051538,auraton,0.000207,0,0
####arno#####,ankarro,kalervo,0.013605,aurinko,0.000561,0,0
####atme#####,aamamme,tulemme,0.024396,autamme,0.006638,0,0
####atjn#####,ahjajjn,ostajat,0.041998,autojen,0.002167,0,0
####atla#####,attalla,antamaa,0.008206,autolla,0.001279,0,0
####atsa#####,astataa,lotalle,0.001592,autossa,0.000055,0,0
####atsa#####,astataa,lotalle,0.001592,autosta,0.000166,0,0
####avnn#####,annavan,kanavan,0.071133,auvinen,0.000035,0,0
####aavt#####,avaaavt,avaavat,0.027699,avaavat,0.027699,0,0
####aamt#####,amaaamt,tapaama,0.019767,avaimet,0.000605,0,0
####aant#####,anaaaat,vapaata,0.005870,avannut,0.000047,0,0
####aars#####,fpaaaas,maalaus,0.017835,avarrus,0.000890,0,0
####aaan#####,apaaaan,laajaan,0.004941,avataan,0.000669,0,0
####aati#####,ahtaari,notaari,0.007093,avautui,0.000022,0,0
####aatu#####,aataauu,notaari,0.011280,avautuu,0.000668,0,0
####aieo#####,aieeare,aseiden,0.002708,avioero,0.001051,0,0
####aomn#####,amkammo,johtama,0.008659,avoimen,0.000086,0,0
####aomt#####,amkammt,johtama,0.009776,avoimet,0.001018,0,0
####aoma#####,ahmaama,tapaama,0.050558,avoimia,0.000017,0,0
####aona#####,asnaada,pelaaja,0.002753,avoinna,0.000011,0,0
####aona#####,asnaada,pelaaja,0.002753,avointa,0.000009,0,0
####auta#####,ahtauma,antamaa,0.014408,avustaa,0.000058,0,0
####auts#####,astauus,asennus,0.011573,avustus,0.000812,0,0
####blin#####,longuin,betonin,0.018176,baltian,0.000056,0,0
####blin#####,longuin,betonin,0.018176,belgian,0.000822,0,0
####btnn#####,benstan,bonusta,0.001562,betonin,0.000159,0,0
####bnsa#####,bauskaa,bonusta,0.008387,bonusta,0.008387,0,0
####bädn#####,brdddan,kanadan,0.113991,brändin,0.010556,0,0
####dlai#####,drdddri,syödään,0.018885,dollari,0.003339,0,0
####eent#####,eteeeet,esineet,0.005653,edennyt,0.003484,0,0
####eeän#####,epeeeän,enemmän,0.005221,edetään,0.001470,0,0
####eitä#####,etteitä,ettemme,0.025287,edistää,0.000293,0,0
####eusa#####,eseeaps,esteenä,0.004018,eduista,0.000053,0,0
####euta#####,euteutt,ettemme,0.011805,edustaa,0.000201,0,0
####euts#####,eueetut,estävät,0.002926,edustus,0.000872,0,0
####eytn#####,yheeeyt,yleensä,0.002949,egyptin,0.000517,0,0
####edty#####,eddedty,pidetty,0.131190,ehditty,0.041036,0,0
####edks#####,erdekps,ehdokas,0.051398,ehdokas,0.051398,0,0
####edla#####,erdelde,legenda,0.016210,ehdolla,0.000298,0,0
####edle#####,erdelde,uudelle,0.068916,ehdolle,0.003348,0,0
####edtn#####,endeddt,indeksi,0.011384,ehdoton,0.000683,0,0
####edti#####,eddedti,eduista,0.034525,ehdotti,0.000486,0,0
####edts#####,eddedds,edetään,0.038370,ehdotus,0.000456,0,0
####ekiy#####,yheikri,safiiri,0.000499,ehkäisy,0.000138,0,0
####etnt#####,entetät,entiset,0.035433,ehtinyt,0.001628,0,0
####etvt#####,ettevvt,etsivät,0.090318,ehtivät,0.001052,0,0
####etjn#####,ettejjn,ettemme,0.030212,ehtojen,0.003580,0,0
####ekhn#####,ehhekks,ehdokas,0.021239,eiköhän,0.000325,0,0
####evtä#####,evtevvt,näkevät,0.013292,eivätkä,0.000571,0,0
####eeän#####,epeeeän,enemmän,0.005221,eletään,0.001534,0,0
####eiin#####,eieeein,lähetin,0.003562,eliniän,0.000006,0,0
####elsä#####,ellelss,monelta,0.001748,ellistä,0.000069,0,0
####eooo#####,epodooo,elokolo,0.167948,elokolo,0.167948,0,0
####eoun#####,eueeeun,elokuun,0.004766,elokuun,0.004766,0,0
####eoua#####,eheeeja,energia,0.004786,elokuva,0.000822,0,0
####eämn#####,eäeeemn,esteenä,0.019392,eläimen,0.000701,0,0
####eämt#####,eleemmt,tekemät,0.010536,eläimet,0.003868,0,0
####eämä#####,elseäää,esteenä,0.003007,eläimiä,0.000062,0,0
####eääi#####,eleieää,esteenä,0.018590,elämäni,0.000091,0,0
####eään#####,eäeeeän,esteenä,0.005838,elämään,0.003057,0,0
####eemn#####,eleeemn,ettemme,0.018602,enemmän,0.005653,0,0
####eepä#####,eppeepä,ensiapu,0.010067,enempää,0.000630,0,0
####eega#####,eheeaja,ehdolla,0.004695,energia,0.001094,0,0
####enki#####,enkikki,uniikki,0.003572,ennakoi,0.000357,0,0
####enla#####,engella,jutella,0.003633,ennalta,0.000076,0,0
####ense#####,essense,vähenee,0.018410,ennuste,0.000521,0,0
####esau#####,esseeuu,näkevät,0.002164,ensiapu,0.000179,0,0
####eski#####,ehsikki,ensiksi,0.020821,ensiksi,0.020821,0,0
####etnn#####,entetan,annetun,0.007122,entinen,0.001030,0,0
####etsn#####,ettetös,ettemme,0.011985,entisen,0.000307,0,0
####etst#####,ettettt,ettemme,0.008777,entiset,0.003538,0,0
####etsä#####,ettettä,estettä,0.032516,entisiä,0.000095,0,0
####etsä#####,ettettä,estettä,0.032516,entistä,0.000032,0,0
####eäle#####,eleelle,aiheena,0.007511,epäilee,0.001559,0,0
####eälä#####,eleeälä,esteenä,0.018922,epäillä,0.000619,0,0
####ekiä#####,eteekiä,itsekin,0.009022,erkkilä,0.000060,0,0
####eovt#####,evevvvt,eversti,0.039044,eroavat,0.007655,0,0
####eota#####,eteevva,eurolla,0.002839,erottaa,0.000686,0,0
####eotu#####,etteuku,aiheuta,0.009201,erottuu,0.001976,0,0
####eädn#####,endeddn,eräiden,0.006662,eräiden,0.006662,0,0
####eäki#####,eleekki,etteikö,0.013179,eräiksi,0.000922,0,0
####eäsä#####,esseäsä,itseäsi,0.003356,eräissä,0.000373,0,0
####eäsä#####,esseäsä,itseäsi,0.003356,eräässä,0.000664,0,0
####eiis#####,eteeeii,tuorein,0.006388,esimies,0.000017,0,0
####eiet#####,eteeiit,ateriat,0.022444,esineet,0.000214,0,0
####eitä#####,etteitä,ettemme,0.025287,esittää,0.000167,0,0
####epna#####,eppevpa,paperia,0.006635,espanja,0.000389,0,0
####eteä#####,eteetvä,yleensä,0.005308,esteenä,0.002489,0,0
####etiä#####,eieetiä,tiettyä,0.003140,esteitä,0.000004,0,0
####että#####,ettettä,estettä,0.303026,estettä,0.303026,0,0
####etvt#####,ettevvt,etsivät,0.090318,estävät,0.010935,0,0
####eeän#####,epeeeän,enemmän,0.005221,etelään,0.003468,0,0
####eekn#####,eleeeko,esteenä,0.006561,etenkin,0.000586,0,0
####esme#####,esmemme,ettemme,0.054595,etsimme,0.000552,0,0
####esvt#####,eveevvt,estävät,0.012776,etsivät,0.010163,0,0
####etiö#####,eteetpö,ihmettä,0.002975,etteikö,0.000546,0,0
####etme#####,etmemme,ettemme,0.308610,ettemme,0.308610,0,0
####euii#####,eliieri,petteri,0.006398,etunimi,0.000481,0,0
####euia#####,eleeera,yleensä,0.001324,etusija,0.000038,0,0
####erjn#####,erjejjn,arjesta,0.076407,eurojen,0.001124,0,0
####erla#####,ereelle,jutella,0.005148,eurolla,0.000129,0,0
####erle#####,ereelle,arvelee,0.015459,eurolle,0.000933,0,0
####ersa#####,ereerse,irlanti,0.009962,eurosta,0.000006,0,0
