input,lower_deck_output,upper_deck_winner,winner_activation,target,target_activation,excluded,over_threshold
####koöy#####,klöfööv,ksöffis,0.014318,kkoyöjy,0.000146,0,0
####ogrl#####,oovfrlv,enmlrlv,0.013195,ogghrul,0.005101,0,0
####hhon#####,hnhnhhv,jndngjy,0.002672,hahioyn,0.000123,0,0
####etgl#####,tebftag,eoöltar,0.012492,eutvgyl,0.000203,0,0
####rröb#####,rlrfrjb,rljkrrb,0.016606,rirsövb,0.005634,0,0
####jore#####,jeiärje,lepejbe,0.004176,jdohrde,0.003145,0,0
####ldgd#####,ldbfödd,nlbyöee,0.004534,lrdmgsd,0.000268,0,0
####bkvi#####,bdibrii,tdvbdps,0.004727,bnkovti,0.000051,0,0
####dkln#####,kdbfölh,fdnföre,0.010499,dkkelyn,0.000028,0,0
####ekru#####,keufrru,idufröu,0.019766,elkmrlu,0.001918,0,0
####bdog#####,bdbbghg,bobbgrp,0.019799,bydnorg,0.000934,0,0
####puoy#####,tupppuu,bgpppdf,0.006060,pbudoby,0.000066,0,0
####ebrd#####,edbbrdv,jdohrde,0.008922,ehbmryd,0.000274,0,0
####srdh#####,sdhsrrh,söhorbb,0.010997,srrgdrh,0.000285,0,0
####yhyp#####,yhypryp,suyhräp,0.036026,ybhnyrp,0.001540,0,0
####oubf#####,odufmfb,sdkfhjb,0.017560,otubbäf,0.000085,0,0
####hfro#####,tnhfrhv,yvhffby,0.009361,hpfjryo,0.000059,0,0
####sfyf#####,sdyffyf,fdysnrö,0.007030,spfäyhf,0.000282,0,0
####böuu#####,bduöfju,nlbööoo,0.004917,bmööunu,0.001845,0,0
####dbfs#####,ydbffhs,tdvbdps,0.003552,dibvfls,0.001046,0,0
####söhv#####,slhfööv,sgtsörv,0.037896,sdöjhov,0.002071,0,0
####goei#####,glioeii,gtaläii,0.007123,gtoteoi,0.005366,0,0
####gfos#####,gsffrsg,gskefdr,0.008223,gpfoois,0.000891,0,0
####oabk#####,bobbrjk,jabsbkk,0.005761,okapbuk,0.003706,0,0
####äsvg#####,ysäässv,ässävgg,0.008527,ässävgg,0.008527,0,0
####gjnh#####,gninnhh,phiorjh,0.019924,gkjynmh,0.004983,0,0
####itvö#####,tdiförv,fdidtlö,0.015482,intaväö,0.000020,0,0
####bväf#####,bähfrfä,bägmebä,0.012484,buvlähf,0.000254,0,0
####sdmh#####,sdhsmlh,sdbskeg,0.008249,skdkmäh,0.005823,0,0
####enfo#####,teefmoo,ruefnip,0.003398,elngffo,0.000261,0,0
####bfed#####,bdbffld,bubpudu,0.004776,bmftemd,0.000042,0,0
####fjol#####,flafflu,fkkffoj,0.006297,ffjvodl,0.000205,0,0
####dägb#####,ydabgab,oääogna,0.004029,dfärgab,0.001981,0,0
####rhöt#####,tlrfööv,tldfnkd,0.005317,rlhsöjt,0.000973,0,0
####rejf#####,rjffrjv,rsffvjf,0.041698,riegjvf,0.000055,0,0
####vväj#####,vävnrjv,jäebdjv,0.011701,vovräij,0.001239,0,0
####jsmt#####,tstsmlm,tkpsrep,0.003605,jäspmdt,0.000263,0,0
####mefs#####,memfmlv,meämvml,0.004521,mketfss,0.000087,0,0
####rydp#####,ydypryp,fdyurie,0.009998,räyfdmp,0.000419,0,0
####ggva#####,glaagav,gdafeav,0.063412,grgovka,0.000334,0,0
####truj#####,tsrärjv,ttyrtgv,0.006329,tvräudj,0.001453,0,0
####bpau#####,bsbpöau,bubpudu,0.025410,blppaju,0.002900,0,0
####npäs#####,nsypnsä,bhäpösä,0.005047,nkpmärs,0.000237,0,0
####räib#####,yärärgb,rljkrrb,0.001417,raäuihb,0.000124,0,0
####äöiu#####,äeöfööu,äeöfiyu,0.049369,äeöfiyu,0.049369,0,0
####ilpt#####,tlppölp,tvvmplk,0.008090,ijlrppt,0.000250,0,0
####mfdä#####,mdmfrlä,mhpfrlr,0.012460,mäfbdmä,0.000138,0,0
####ttfp#####,tyyprfk,biiptft,0.009466,tvtjfmp,0.000443,0,0
####elfh#####,tlhfflv,hlhkrle,0.015132,ellifhh,0.000739,0,0
####nysä#####,täysnäu,tkpsrep,0.008748,nryfslä,0.000018,0,0
####öjnm#####,ööimmjm,övvöhdl,0.004306,öpjlntm,0.000287,0,0
####iefm#####,ieifram,iekmsdr,0.004242,irepfrm,0.000127,0,0
####nfal#####,nlafnlp,sbhnnlb,0.019439,nefrarl,0.000086,0,0
####mube#####,meummöu,idufröu,0.026978,mbutbie,0.000370,0,0
####hkyy#####,kdhhyek,kyhmklf,0.002876,hjkhyly,0.000255,0,0
####jsge#####,jeisese,jeräeam,0.009742,jvsggse,0.001449,0,0
####ypkr#####,ykypryk,ygpäuyk,0.008588,ykpgkdr,0.000068,0,0
####kpdä#####,kdkppää,ksfpevh,0.003326,kupidoä,0.001132,0,0
####dvmp#####,ydvppvv,jdipmsg,0.005773,devämup,0.001139,0,0
####iumt#####,iuuäröi,idufröu,0.010588,ijuomvt,0.005734,0,0
####prhs#####,prhhpls,jnhäpgu,0.004070,phrhhds,0.000499,0,0
####pävl#####,pdvpplv,fovpulj,0.013287,piäsvil,0.000454,0,0
####teev#####,täefeev,tkifeev,0.013910,tgeyehv,0.007707,0,0
####gvmu#####,gvufmrv,rvuäkäm,0.009180,gevfmju,0.000340,0,0
####ehir#####,knihryv,phiorjh,0.003947,euhgimr,0.000058,0,0
####lrhu#####,llaflru,gdafeav,0.013304,llrkhdu,0.000533,0,0
####jtsä#####,tluäräu,tsbäkdi,0.012255,jttjseä,0.000041,0,0
####mhöt#####,tlhmmöt,tlhyoiä,0.003128,mrhpört,0.001940,0,0
####dmpy#####,ddppmyp,llppyfp,0.008433,dpmjpby,0.000028,0,0
####säkf#####,käaffak,kämfygi,0.009550,shätkof,0.000029,0,0
####bsnl#####,bsbnnla,sbhnnlb,0.009661,bksrnpl,0.000382,0,0
####fnöe#####,neöföeg,fdnföre,0.020079,fdnföre,0.020079,0,0
####hthv#####,thhhtvv,thrhnev,0.047558,hvtshov,0.000082,0,0
####rpvg#####,gdvprgv,idmpgyv,0.015481,räpovhg,0.000015,0,0
####tibs#####,tbisrls,bfisrms,0.032715,tgifbds,0.002235,0,0
####utso#####,tsusrau,idufröu,0.026459,uetfsio,0.000004,0,0
####rski#####,rlisrsk,räipebk,0.010329,rtsgkhi,0.000185,0,0
####byny#####,bbbnnyp,bubneit,0.006619,buypngy,0.001013,0,0
####kvlr#####,klvrnrl,mlvfnma,0.007279,kpvsldr,0.006595,0,0
####giuf#####,glifrih,gvidrou,0.005995,gdikumf,0.000336,0,0
####sdpe#####,pdpppep,pkmppöä,0.003995,spdopie,0.000095,0,0
####vhif#####,vdvffoi,yvhffby,0.020501,vshyijf,0.000185,0,0
####fity#####,tyifryy,sgifrub,0.011096,ftiutny,0.000529,0,0
####hgte#####,thigtlv,trhtttg,0.010524,hkgätae,0.000278,0,0
####rfkr#####,kdrfrrk,yvhffby,0.004419,räfbkir,0.000018,0,0
